"","Team.Game","Player.Game","Date","Age","Tm","Where","Opp","Result","PointDiff","GS","MP","FG","FGA","FG.percent","3PM","3PA","3P.percent","FT","FTA","FT.percent","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Plus.Minus","Playername"
"304",58,53,"2017-02-26","25-242","SAS","Away","LAL","W ",21,1,"25:32",9,18,0.5,2,7,0.286,5,6,0.833,1,2,3,1,0,0,2,0,25,15.6,19,"leonard"
"305",59,54,"2017-03-01","25-245","SAS","Home","IND","W ",1,1,"34:29",11,22,0.5,3,9,0.333,6,6,1,2,9,11,2,3,0,2,4,31,24.9,-11,"leonard"
"306",60,55,"2017-03-03","25-247","SAS","Away","NOP","W ",3,1,"39:46",11,26,0.423,1,5,0.2,8,10,0.8,1,6,7,6,3,0,1,1,31,24.7,4,"leonard"
"307",61,56,"2017-03-04","25-248","SAS","Home","MIN","W ",7,1,"43:55",11,25,0.44,1,5,0.2,11,12,0.917,1,9,10,5,6,1,1,1,34,32.7,18,"leonard"
"308",62,57,"2017-03-06","25-250","SAS","Home","HOU","W ",2,1,"39:00",12,18,0.667,4,5,0.8,11,11,1,0,6,6,5,1,2,1,1,39,37.5,4,"leonard"
"310",64,58,"2017-03-09","25-253","SAS","Away","OKC","L ",-10,1,"26:22",6,15,0.4,0,2,0,7,7,1,1,1,2,2,1,0,2,2,19,11.5,-1,"leonard"
"312",66,59,"2017-03-13","25-257","SAS","Home","ATL","W ",8,1,"38:50",10,24,0.417,3,8,0.375,8,10,0.8,0,5,5,4,0,1,5,4,31,15.8,10,"leonard"
"313",67,60,"2017-03-15","25-259","SAS","Home","POR","L ",-4,1,"36:31",12,21,0.571,4,7,0.571,6,7,0.857,0,9,9,6,3,2,2,4,34,31.4,0,"leonard"
"314",68,61,"2017-03-18","25-262","SAS","Away","MEM","L ",-8,1,"36:27",6,15,0.4,2,6,0.333,8,9,0.889,1,6,7,3,0,1,4,2,22,14,-12,"leonard"
"315",69,62,"2017-03-19","25-263","SAS","Home","SAC","W ",16,1,"26:11",3,12,0.25,1,6,0.167,5,6,0.833,1,1,2,3,2,0,0,1,12,9.1,17,"leonard"
"316",70,63,"2017-03-21","25-265","SAS","Away","MIN","W ",7,1,"30:45",7,13,0.538,0,5,0,8,10,0.8,0,3,3,4,3,1,3,2,22,18.5,4,"leonard"
"317",71,64,"2017-03-23","25-267","SAS","Home","MEM","W ",7,1,"38:11",7,15,0.467,1,5,0.2,4,7,0.571,3,4,7,4,1,0,2,2,19,14.4,2,"leonard"
"318",72,65,"2017-03-25","25-269","SAS","Home","NYK","W ",8,1,"39:13",11,18,0.611,4,6,0.667,3,5,0.6,0,5,5,5,1,2,2,1,29,25,12,"leonard"
"319",73,66,"2017-03-27","25-271","SAS","Home","CLE","W ",29,1,"29:55",11,21,0.524,0,7,0,3,3,1,0,6,6,6,3,1,2,2,25,21.6,30,"leonard"
"320",74,67,"2017-03-29","25-273","SAS","Home","GSW","L ",-12,1,"35:36",7,20,0.35,0,5,0,5,7,0.714,3,4,7,5,1,0,5,0,19,9.8,-4,"leonard"
"321",75,68,"2017-03-31","25-275","SAS","Away","OKC","W ",5,1,"38:06",10,22,0.455,2,9,0.222,6,8,0.75,2,6,8,2,3,2,0,2,28,24,13,"leonard"
"322",76,69,"2017-04-02","25-277","SAS","Home","UTA","W ",6,1,"35:51",8,15,0.533,3,3,1,6,7,0.857,2,2,4,7,0,2,3,1,25,22.2,-4,"leonard"
"323",77,70,"2017-04-04","25-279","SAS","Home","MEM","W ",6,1,"39:40",10,24,0.417,5,8,0.625,7,8,0.875,0,12,12,4,2,1,1,5,32,24.9,10,"leonard"
"326",80,72,"2017-04-08","25-283","SAS","Home","LAC","L ",-11,1,"34:40",10,19,0.526,5,8,0.625,3,4,0.75,0,5,5,5,1,0,3,1,28,20.9,-7,"leonard"
"327",81,73,"2017-04-10","25-285","SAS","Away","POR","L ",-1,1,"20:09",8,11,0.727,1,2,0.5,1,1,1,0,0,0,0,1,1,2,0,18,13.2,-2,"leonard"
"328",82,74,"2017-04-12","25-287","SAS","Away","UTA","L ",-4,1,"30:30",5,13,0.385,1,2,0.5,3,3,1,1,4,5,2,1,0,1,2,14,9.4,-3,"leonard"
"329",1,1,"2016-10-25","28-026","GSW","Home","SAS","L ",-29,1,"36:36",11,18,0.611,1,3,0.333,4,5,0.8,0,10,10,4,2,2,0,2,27,26.8,-13,"durant"
"330",2,2,"2016-10-28","28-029","GSW","Away","NOP","W ",8,1,"39:06",9,19,0.474,0,3,0,12,12,1,0,17,17,6,2,2,2,2,30,30.2,4,"durant"
"331",3,3,"2016-10-30","28-031","GSW","Away","PHO","W ",6,1,"37:56",10,16,0.625,2,4,0.5,15,16,0.938,0,4,4,4,4,1,4,2,37,33.3,18,"durant"
"332",4,4,"2016-11-01","28-033","GSW","Away","POR","W ",23,1,"30:43",9,15,0.6,0,3,0,2,3,0.667,1,4,5,2,4,1,2,3,20,17.5,12,"durant"
"333",5,5,"2016-11-03","28-035","GSW","Home","OKC","W ",26,1,"31:08",15,24,0.625,7,11,0.636,2,3,0.667,1,6,7,1,0,1,2,3,39,28.5,21,"durant"
"334",6,6,"2016-11-04","28-036","GSW","Away","LAL","L ",-20,1,"35:17",10,16,0.625,2,4,0.5,5,8,0.625,1,4,5,3,2,1,2,1,27,22.9,-17,"durant"
"335",7,7,"2016-11-07","28-039","GSW","Home","NOP","W ",10,1,"36:54",8,17,0.471,1,4,0.25,5,6,0.833,1,2,3,5,1,1,4,0,22,15.4,4,"durant"
"336",8,8,"2016-11-09","28-041","GSW","Home","DAL","W ",21,1,"35:15",10,16,0.625,4,7,0.571,4,5,0.8,0,10,10,4,0,1,3,3,28,22.7,19,"durant"
"337",9,9,"2016-11-10","28-042","GSW","Away","DEN","W ",24,1,"29:32",8,16,0.5,0,3,0,2,2,1,2,7,9,5,1,2,1,2,18,17.6,29,"durant"
"338",10,10,"2016-11-13","28-045","GSW","Home","PHO","W ",13,1,"37:37",10,21,0.476,2,5,0.4,7,7,1,0,9,9,5,1,2,4,2,29,22.1,13,"durant"
"339",11,11,"2016-11-16","28-048","GSW","Away","TOR","W ",6,1,"35:53",11,21,0.524,3,8,0.375,5,6,0.833,2,7,9,6,1,0,4,3,30,22.8,-6,"durant"
"340",12,12,"2016-11-18","28-050","GSW","Away","BOS","W ",16,1,"32:46",10,13,0.769,1,2,0.5,2,4,0.5,1,9,10,7,2,1,2,1,23,25.7,32,"durant"
"341",13,13,"2016-11-19","28-051","GSW","Away","MIL","W ",3,1,"35:57",10,17,0.588,5,8,0.625,8,11,0.727,0,6,6,5,2,1,0,5,33,29.9,3,"durant"
"342",14,14,"2016-11-21","28-053","GSW","Away","IND","W ",37,1,"27:29",3,9,0.333,1,4,0.25,7,7,1,0,11,11,6,2,2,1,0,14,18.8,27,"durant"
"343",15,15,"2016-11-23","28-055","GSW","Home","LAL","W ",43,1,"30:10",11,15,0.733,2,4,0.5,4,5,0.8,1,5,6,5,1,1,1,3,28,26.7,17,"durant"
"344",16,16,"2016-11-25","28-057","GSW","Away","LAL","W ",24,1,"33:20",11,19,0.579,3,6,0.5,4,6,0.667,1,5,6,9,1,2,2,4,29,26.6,36,"durant"
"345",17,17,"2016-11-26","28-058","GSW","Home","MIN","W ",13,1,"38:14",10,17,0.588,3,4,0.75,5,5,1,3,7,10,5,0,6,3,1,28,28.6,9,"durant"
"346",18,18,"2016-11-28","28-060","GSW","Home","ATL","W ",5,1,"36:24",8,16,0.5,1,3,0.333,8,8,1,0,14,14,3,1,2,4,1,25,21.3,-7,"durant"
"347",19,19,"2016-12-01","28-063","GSW","Home","HOU","L ",-5,1,"49:08",12,28,0.429,3,11,0.273,12,12,1,1,13,14,2,3,3,2,3,39,32.1,-5,"durant"
"348",20,20,"2016-12-03","28-065","GSW","Home","PHO","W ",29,1,"32:20",5,7,0.714,1,1,1,9,9,1,0,4,4,8,0,3,1,1,20,24.6,27,"durant"
"349",21,21,"2016-12-05","28-067","GSW","Home","IND","W ",36,1,"22:22",9,14,0.643,0,2,0,2,3,0.667,1,7,8,4,0,2,2,3,20,17.2,15,"durant"
"350",22,22,"2016-12-07","28-069","GSW","Away","LAC","W ",17,1,"31:51",5,17,0.294,1,5,0.2,5,6,0.833,0,8,8,7,1,0,0,3,16,12.8,14,"durant"
"351",23,23,"2016-12-08","28-070","GSW","Away","UTA","W ",7,1,"36:00",7,15,0.467,1,3,0.333,6,8,0.75,0,11,11,4,1,2,3,2,21,17.2,11,"durant"
"352",24,24,"2016-12-10","28-072","GSW","Away","MEM","L ",-21,1,"30:55",7,13,0.538,3,6,0.5,4,5,0.8,0,7,7,1,1,2,3,2,21,15.7,-22,"durant"
"353",25,25,"2016-12-11","28-073","GSW","Away","MIN","W ",8,1,"37:02",6,21,0.286,1,4,0.25,9,9,1,1,7,8,5,0,0,1,2,22,14.2,9,"durant"
"354",26,26,"2016-12-13","28-075","GSW","Away","NOP","W ",4,1,"37:14",10,19,0.526,1,3,0.333,6,7,0.857,0,2,2,3,0,2,3,2,27,17.6,1,"durant"
"356",28,28,"2016-12-17","28-079","GSW","Home","POR","W ",45,1,"30:44",11,13,0.846,4,5,0.8,8,10,0.8,1,10,11,4,2,1,5,2,34,31.9,33,"durant"
"357",29,29,"2016-12-20","28-082","GSW","Home","UTA","W ",30,1,"24:44",8,14,0.571,0,1,0,6,6,1,1,4,5,1,0,0,1,4,22,15.4,16,"durant"
"358",30,30,"2016-12-22","28-084","GSW","Away","BRK","W ",16,1,"33:32",10,23,0.435,1,7,0.143,5,6,0.833,0,9,9,7,3,1,0,2,26,24,10,"durant"
"359",31,31,"2016-12-23","28-085","GSW","Away","DET","W ",6,1,"31:34",13,18,0.722,3,4,0.75,3,4,0.75,0,8,8,3,0,0,4,5,32,22.7,16,"durant"
"360",32,32,"2016-12-25","28-087","GSW","Away","CLE","L ",-1,1,"38:10",11,23,0.478,2,8,0.25,12,12,1,0,15,15,3,1,1,0,2,36,31.8,0,"durant"
"361",33,33,"2016-12-28","28-090","GSW","Home","TOR","W ",10,1,"38:14",8,15,0.533,3,5,0.6,3,5,0.6,0,17,17,7,0,5,6,0,22,21.4,21,"durant"
"362",34,34,"2016-12-30","28-092","GSW","Home","DAL","W ",9,1,"35:26",7,14,0.5,2,7,0.286,3,4,0.75,0,11,11,10,0,0,4,0,19,17.9,9,"durant"
"364",36,36,"2017-01-04","28-097","GSW","Home","POR","W ",8,1,"37:31",9,16,0.563,3,8,0.375,9,9,1,0,5,5,4,2,3,2,3,30,27.6,22,"durant"
"365",37,37,"2017-01-06","28-099","GSW","Home","MEM","L ",-9,1,"42:32",7,17,0.412,0,5,0,13,18,0.722,2,11,13,4,0,3,4,1,27,21.1,6,"durant"
"366",38,38,"2017-01-08","28-101","GSW","Away","SAC","W ",11,1,"36:27",9,15,0.6,2,4,0.5,8,9,0.889,0,7,7,6,1,4,1,1,28,29.4,6,"durant"
"367",39,39,"2017-01-10","28-103","GSW","Home","MIA","W ",12,1,"36:35",10,21,0.476,3,6,0.5,5,5,1,1,7,8,0,1,2,2,2,28,19.7,5,"durant"
"368",40,40,"2017-01-12","28-105","GSW","Home","DET","W ",20,1,"31:23",10,15,0.667,3,5,0.6,2,2,1,0,6,6,9,1,0,3,0,25,24.6,24,"durant"
"370",42,42,"2017-01-18","28-111","GSW","Home","OKC","W ",21,1,"33:49",13,16,0.813,5,7,0.714,9,10,0.9,2,10,12,4,0,3,2,2,40,40.1,31,"durant"
"371",43,43,"2017-01-20","28-113","GSW","Away","HOU","W ",17,1,"33:44",12,19,0.632,2,7,0.286,6,7,0.857,0,4,4,7,2,2,1,2,32,30.8,25,"durant"
"372",44,44,"2017-01-22","28-115","GSW","Away","ORL","W ",20,1,"29:04",5,12,0.417,1,3,0.333,4,5,0.8,1,9,10,6,3,2,1,1,15,18.8,35,"durant"
"373",45,45,"2017-01-23","28-116","GSW","Away","MIA","L ",-3,1,"36:26",12,23,0.522,1,8,0.125,2,2,1,0,6,6,3,1,0,2,2,27,17.8,-9,"durant"
"374",46,46,"2017-01-25","28-118","GSW","Away","CHO","W ",10,1,"36:38",11,20,0.55,1,4,0.25,10,10,1,0,5,5,1,0,4,6,3,33,21.2,-1,"durant"
"375",47,47,"2017-01-28","28-121","GSW","Home","LAC","W ",46,1,"28:41",9,11,0.818,3,4,0.75,2,2,1,1,3,4,7,1,1,0,1,23,26.7,32,"durant"
"376",48,48,"2017-01-29","28-122","GSW","Away","POR","W ",2,1,"36:01",13,26,0.5,1,7,0.143,6,6,1,2,8,10,6,0,1,7,2,33,20.9,-3,"durant"
"377",49,49,"2017-02-01","28-125","GSW","Home","CHO","W ",15,1,"32:39",7,17,0.412,1,7,0.143,3,3,1,2,6,8,8,1,0,1,0,18,17.7,27,"durant"
"378",50,50,"2017-02-02","28-126","GSW","Away","LAC","W ",13,1,"37:12",8,18,0.444,2,7,0.286,8,8,1,0,8,8,10,1,0,0,3,26,25.8,13,"durant"
"379",51,51,"2017-02-04","28-128","GSW","Away","SAC","L ",-3,1,"42:20",2,10,0.2,0,6,0,6,7,0.857,0,9,9,2,1,5,3,0,10,9,6,"durant"
"380",52,52,"2017-02-08","28-132","GSW","Home","CHI","W ",31,1,"30:41",9,16,0.563,1,2,0.5,3,3,1,0,10,10,7,3,1,3,1,22,22.6,20,"durant"
"381",53,53,"2017-02-10","28-134","GSW","Away","MEM","W ",15,1,"32:20",5,14,0.357,3,6,0.5,11,14,0.786,0,5,5,4,1,2,3,2,24,17.9,2,"durant"
"382",54,54,"2017-02-11","28-135","GSW","Away","OKC","W ",16,1,"32:44",12,21,0.571,3,6,0.5,7,7,1,1,8,9,3,0,0,3,5,34,24.3,12,"durant"
"383",55,55,"2017-02-13","28-137","GSW","Away","DEN","L ",-22,1,"26:41",10,16,0.625,2,5,0.4,3,3,1,1,3,4,5,1,1,3,1,25,21.2,-23,"durant"
"385",57,57,"2017-02-23","28-147","GSW","Home","LAC","W ",10,1,"33:56",8,15,0.533,4,6,0.667,5,6,0.833,1,14,15,7,1,1,1,3,25,26.6,15,"durant"
"387",59,58,"2017-02-27","28-151","GSW","Away","PHI","W ",11,1,"32:38",8,17,0.471,1,4,0.25,10,11,0.909,3,5,8,4,0,1,2,2,27,22.2,-3,"durant"
"408",80,60,"2017-04-08","28-191","GSW","Home","NOP","W ",22,1,"30:56",6,15,0.4,0,4,0,4,4,1,1,9,10,6,0,0,1,3,16,13.3,22,"durant"
"409",81,61,"2017-04-10","28-193","GSW","Home","UTA","L ",-6,1,"32:37",6,12,0.5,0,5,0,4,4,1,0,10,10,6,1,1,1,1,16,17.5,8,"durant"
"410",82,62,"2017-04-12","28-195","GSW","Home","LAL","W ",15,1,"27:09",11,16,0.688,5,7,0.714,2,4,0.5,0,8,8,5,1,1,3,1,29,25.6,28,"durant"
